"lang"
{
"Language"	"ukrainian"
"[english]glados.mp_death18"	"<clr:163,193,173>GLaDOS: How can you fail at this?  It isn't even a test."
"glados.mp_death19"	"<clr:163,193,173>ҐЛаДОС: Сподіваюся, це був просто невдалий жарт."
"[english]glados.mp_death19"	"<clr:163,193,173>GLaDOS: I hope that was some kind of joke."
"glados.mp_death20"	"<clr:163,193,173>ҐЛаДОС: Чесно кажучи, ніколи не думала, що ми будемо рахувати кількість смертей у центральному вузлі."
"[english]glados.mp_death20"	"<clr:163,193,173>GLaDOS: I honestly never thought we would need to track how many times died in the hub."
"glados.mp_death21"	"<clr:163,193,173>ҐЛаДОС: А я вважала, що це приміщення небезпечно не смертельне."
"[english]glados.mp_death21"	"<clr:163,193,173>GLaDOS: And here I thought this room was dangerously unlethal."
"glados.mp_death22"	"<clr:163,193,173>ҐЛаДОС: Все вийшло так, як ви і сказали, Синій."
"[english]glados.mp_death22"	"<clr:163,193,173>GLaDOS: That worked just like you said it would, Blue."
"glados.mp_death23"	"<clr:163,193,173>ҐЛаДОС: Помаранчевий, ваш план працює."
"[english]glados.mp_death23"	"<clr:163,193,173>GLaDOS: Orange, your plan is working perfectly."
"glados.mp_death24"	"<clr:163,193,173>ҐЛаДОС: Синій, чому ви так вчинили з Помаранчевим?"
"[english]glados.mp_death24"	"<clr:163,193,173>GLaDOS: Blue, why did you do that to Orange?"
"glados.mp_death26"	"<clr:163,193,173>ҐЛаДОС: Це дійсно було необхідно?"
"[english]glados.mp_death26"	"<clr:163,193,173>GLaDOS: Was that necessary?"
"glados.mp_hub_return01a"	"<clr:163,193,173>ҐЛаДОС: З поверненням до Автоматизованого центру розвитку, тренування і експериментів на людях. [сміється]"
"[english]glados.mp_hub_return01a"	"<clr:163,193,173>GLaDOS: Welcome back to the Computer Intelligence Training and Enrichment Center Human Test Subject Research Center. [laughs]"
"glados.mp_hub_return02a"	"<clr:163,193,173>ҐЛаДОС: З поверненням до Автоматизованого центру розвитку, тренування і експериментів на людях."
"[english]glados.mp_hub_return02a"	"<clr:163,193,173>GLaDOS: Welcome back to the Computer Intelligence Training and Enrichment Center Human Test Subject Research Center."
"glados.mp_hub_return03a"	"<clr:163,193,173>ҐЛаДОС: З поверненням, є доступні тестування."
"[english]glados.mp_hub_return03a"	"<clr:163,193,173>GLaDOS: Welcome back, testing is available."
"glados.mp_hub_return04a"	"<clr:163,193,173>ҐЛаДОС: З поверненням, ледарі. Можливо, ви знайдете інший курс тестувань, з яким ви не впораєтеся."
"[english]glados.mp_hub_return04a"	"<clr:163,193,173>GLaDOS: Welcome back quitters, maybe you can find another course for you to fail."
"glados.mp_hub_return05a"	"<clr:163,193,173>ҐЛаДОС: З поверненням до центрального вузла. Ви не впоралися з вибором правильного тестування?"
"[english]glados.mp_hub_return05a"	"<clr:163,193,173>GLaDOS: Welcome back to the hub, did you fail at selecting the correct course?"
"glados.mp_hub_return06a"	"<clr:163,193,173>ҐЛаДОС: Це тестування було занадто складним?"
"[english]glados.mp_hub_return06a"	"<clr:163,193,173>GLaDOS: Was that course too difficult?"
"glados.mp_hubreturn01"	"<clr:163,193,173>ҐЛаДОС: Подивіться-но, хто повернувся. Вас налякали ті тестування?"
"[english]glados.mp_hubreturn01"	"<clr:163,193,173>GLaDOS: Look who's back, were you scared to continue those tests?"
"glados.mp_hubreturn02"	"<clr:163,193,173>ҐЛаДОС: Подивіться-но, хто повернувся. Вас налякали ті тестування?"
"[english]glados.mp_hubreturn02"	"<clr:163,193,173>GLaDOS: Look who's back, were you scared to continue those tests?"
"glados.mp_hubreturn03"	"<clr:163,193,173>ҐЛаДОС: Привіт, знову. Ви ж знаєте, що вам доступні лише ці тестування? Вам знову потрібно обрати їх."
"[english]glados.mp_hubreturn03"	"<clr:163,193,173>GLaDOS: Hello again, did you know these are the only set of tests available to you... you are going to need to select them again."
"glados.mp_hubreturn04"	"<clr:163,193,173>ҐЛаДОС: Якщо спочатку у вас не вийде, покиньте їх і спробуйте інші тестування."
"[english]glados.mp_hubreturn04"	"<clr:163,193,173>GLaDOS: If at first you don't succeed, quit and try another course."
"glados.mp_hubreturn05"	"<clr:163,193,173>ҐЛаДОС: Повернулися? Знову? То може вам просто лишитися і жити прямо тут, у центральному вузлі?"
"[english]glados.mp_hubreturn05"	"<clr:163,193,173>GLaDOS: Back again?  Maybe you can just stay and live here in the hub?"
"glados.mp_hubreturn06"	"<clr:163,193,173>ҐЛаДОС: Повернулися? Знову? То може вам просто лишитися і жити прямо тут?"
"[english]glados.mp_hubreturn06"	"<clr:163,193,173>GLaDOS: Back again?  Maybe you can just stay and live here."
"glados.mp_hubreturn07"	"<clr:163,193,173>ҐЛаДОС: Гадаю, те, що ви разом покинули тестування — це ознака роботи в команді."
"[english]glados.mp_hubreturn07"	"<clr:163,193,173>GLaDOS: I guess quitting that course together is a sign of teamwork."
"glados.mp_hubreturn08"	"<clr:163,193,173>ҐЛаДОС: Те, як ви вдвох покинули тестування разом, показує, що ви дійсно стали хорошою командою."
"[english]glados.mp_hubreturn08"	"<clr:163,193,173>GLaDOS: The way you two just gave up on that test together shows you are really working as a team."
"glados.mp_hubreturn09"	"<clr:163,193,173>ҐЛаДОС: Ви боїтеся врятувати тих людей?"
"[english]glados.mp_hubreturn09"	"<clr:163,193,173>GLaDOS: Are you scared to save those humans?"
"glados.mp_hubreturn10"	"<clr:163,193,173>ҐЛаДОС: Ви боїтеся врятувати тих людей?"
"[english]glados.mp_hubreturn10"	"<clr:163,193,173>GLaDOS: Are you scared to save those humans?"
"glados.mp_hubreturn11"	"<clr:163,193,173>ҐЛаДОС: Синій, я б також не довірилася Помаранчевому на тому тестуванні."
"[english]glados.mp_hubreturn11"	"<clr:163,193,173>GLaDOS: Blue, I wouldn't have trusted Orange in that course either."
"glados.mp_humanresources01"	"<clr:163,193,173>ҐЛаДОС: А ви знали, що раніше ці камери мали знімати найболючіші моменти та агонію піддослідних?"
"[english]glados.mp_humanresources01"	"<clr:163,193,173>GLaDOS: Did you know we originally used these cameras to capture moments of intense pain and agony in test subjects?"
"glados.mp_humanresources03"	"<clr:163,193,173>ҐЛаДОС: Якщо піддослідний виживав під час тестування, ми продавали йому знімки всього за 5 доларів. Якщо піддослідний помирав, ми віддавали знімки наступному піддослідному безкоштовно."
"[english]glados.mp_humanresources03"	"<clr:163,193,173>GLaDOS: If the subject survived the test, we let them purchase the pictures for $5.  If the subject died, we gave the photo to their next of kin free of charge."
"glados.mp_humanresources04"	"<clr:163,193,173>ҐЛаДОС: Але знімки не стали настільки популярними, як ми сподівалися, тому камери довелося перепрофілювати."
"[english]glados.mp_humanresources04"	"<clr:163,193,173>GLaDOS: The photos weren't as popular as we had hoped, so we repurposed the cameras."
"glados.mp_subterfuge01"	"<clr:163,193,173>ҐЛаДОС: Синій, не гарно так кепкувати з Помаранчевого."
"[english]glados.mp_subterfuge01"	"<clr:163,193,173>GLaDOS: Blue, it's not nice to make fun of Orange like that."
"glados.mp_subterfuge02"	"<clr:163,193,173>ҐЛаДОС: Помаранчевий, не гарно так кепкувати із Синього."
"[english]glados.mp_subterfuge02"	"<clr:163,193,173>GLaDOS: Orange, it's not nice to make fun of Blue like that."
"glados.mp_subterfuge03"	"<clr:163,193,173>ҐЛаДОС: Так, Помаранчевий, ми одні. Синій нас не чує."
"[english]glados.mp_subterfuge03"	"<clr:163,193,173>GLaDOS: Yes Orange, we are alone.  Blue can't hear you."
"glados.mp_subterfuge04"	"<clr:163,193,173>ҐЛаДОС: Жах."
"[english]glados.mp_subterfuge04"	"<clr:163,193,173>GLaDOS: That's horrible."
"glados.mp_subterfuge05"	"<clr:163,193,173>ҐЛаДОС: Страшно уявити."
"[english]glados.mp_subterfuge05"	"<clr:163,193,173>GLaDOS: I can only imagine."
"glados.mp_subterfuge06"	"<clr:163,193,173>ҐЛаДОС: От же мале роботизоване страхіття."
"[english]glados.mp_subterfuge06"	"<clr:163,193,173>GLaDOS: What a horrible little machine."
"glados.mp_subterfuge07"	"<clr:163,193,173>ҐЛаДОС: Все вірно, Синій, Помаранчевий нас не чує."
"[english]glados.mp_subterfuge07"	"<clr:163,193,173>GLaDOS: Correct Blue, Orange can't hear you."
"glados.mp_subterfuge08"	"<clr:163,193,173>ҐЛаДОС: Що зробив Помаранчевий? Ви упевнені?"
"[english]glados.mp_subterfuge08"	"<clr:163,193,173>GLaDOS: Orange did what?  Are you sure?"
"glados.mp_subterfuge09"	"<clr:163,193,173>ҐЛаДОС: Дякую, з вашого боку дуже хоробро повідомити мені про це."
"[english]glados.mp_subterfuge09"	"<clr:163,193,173>GLaDOS: Thank you, that was very brave of you to tell me."
"glados.mp_subterfuge10"	"<clr:163,193,173>ҐЛаДОС: Синій, як добре ви знаєте Помаранчевого? Ви довіряєте Помаранчевому? А якщо я скажу вам, що ви — не перший напарник Помаранчевого?"
"[english]glados.mp_subterfuge10"	"<clr:163,193,173>GLaDOS: Blue, how well do you really know Orange?  Do you trust Orange?  What if I told you, you aren't Orange's first cooperative partner?"
"glados.mp_subterfuge11"	"<clr:163,193,173>ҐЛаДОС: Помаранчевий, як добре ви знаєте Синього? Ви довіряєте Синьому?"
"[english]glados.mp_subterfuge11"	"<clr:163,193,173>GLaDOS: Orange, how well do you really know Blue?  Do you trust Blue?"
"glados.mp_subterfuge13"	"<clr:163,193,173>ҐЛаДОС: Помаранчевий, хочу прояснити: я щойно запитала Синього, чи довіряє він вам."
"[english]glados.mp_subterfuge13"	"<clr:163,193,173>GLaDOS: Orange, to be clear.  I was just asking Blue if he trusted you."
"glados.mp_subterfuge14"	"<clr:163,193,173>ҐЛаДОС: Я вам вірю. Ви — мій улюблений піддослідний із пари."
"[english]glados.mp_subterfuge14"	"<clr:163,193,173>GLaDOS: I trust you.  You are my favorite cooperative testing subject."
"glados.mp_subterfuge15"	"<clr:163,193,173>ҐЛаДОС: Синій, хочу прояснити: я щойно запитала Помаранчевого, чи довіряє він вам."
"[english]glados.mp_subterfuge15"	"<clr:163,193,173>GLaDOS: Blue to be clear, I was asking if Orange trusted you."
"glados.mp_subterfuge16_alt"	"<clr:163,193,173>ҐЛаДОС: Вибачте, що пропустила початок тестування. Просто розмовляла із збиральною машиною з приводу вашого перетворення на людей."
"[english]glados.mp_subterfuge16_alt"	"<clr:163,193,173>GLaDOS: Sorry I missed the beginning of that test.  I was just talking with the reassembly machine about your becoming human."
"glados.mp_subterfuge17"	"<clr:163,193,173>ҐЛаДОС: Ми обидва згодні, що вам слід зупинитися."
"[english]glados.mp_subterfuge17"	"<clr:163,193,173>GLaDOS: We all agree you should stop."
"glados.mp_subterfuge21"	"<clr:163,193,173>ҐЛаДОС: Я згодна, Помаранчевий. Ніколи не помічала такого за Синім."
"[english]glados.mp_subterfuge21"	"<clr:163,193,173>GLaDOS: Orange, I agree.  I never noticed that about Blue before."
"glados.mp_subterfuge22"	"<clr:163,193,173>ҐЛаДОС: Я згодна, Синій. Ніколи не помічала такого за Помаранчевим."
"[english]glados.mp_subterfuge22"	"<clr:163,193,173>GLaDOS: Blue, I agree.  I never noticed that about Orange before."
"glados.mp_subterfuge23"	"<clr:163,193,173>ҐЛаДОС: Синій, ми з Помаранчевим щойно обговорювали вашу поведінку під час двох останніх тестувань."
